,Description
3055,"미국 대표 배당성장 ETF 인 '슈와브 US 디비던드 에쿼티(SCHD)'와 같이, 10년 연속 배당으로 검증된 미국 상장 배당 성장 핵심 기업 상위 100종목에 분산 투자하고 동시에 SPY ETF의 데일리 콜옵션을 10% 매도해... "
3056,미국 대표 채권 ETF인 ‘아이셰어즈 20년 미 국고채 ETF’(TLT)는 4월 30일 88.22달러에서 이달 25일 97.83달러로 5개월여 사이에 10.8% 급등했다. 또 다른 장기채 ETF ‘아이셰어즈 코어 US 종합 채권 ETF’(AGG)는 같은 기간 6.... 
3057,"2일(현지시간) CNBC에 따르면 미국에서 인기 있는 중국 관련 ETF인 크랜쉐어즈 CSI 중국 인터넷 ETF(KRANEETF CSI CHINA INTERNET ETF(AMS:KWEB)), iShares 중국 대형주 ETF(ISHARES CHINA LARGE-CAP ETF(AMS:FXI)), iShares MSCI 중국 ETF... "
3058,"국내상장 ETN, 상장지수펀드(ETF) 중 미국주식을 활용한 테마형 상품이 많지만 제약과, 테크&amp;반도체 테마를 3종목만 편입한 상품은 미래에셋증권에서 발행한 미국 주식 TOP3 ETN이 업계 최초다. 미래에셋증권 관계자는... "
3059,"사진/신한자산운용 신한자산운용이 2일 'SOL K방산' ETF(상장지수펀드)를 유가증권시장에 상장한다. 전통적인... 이어 &quot;최근 한화오션과 HD현대중공업 등 한국 조선기업들의 미국 함정 MRO(유지, 보수, 정비) 시장 진출은... "
3060,SOL 미국배당 미국채 혼합 50 ETF는 미국배당 다우존스와 미국채 10년을 5대 5 비중으로 투자한다. 특히 특정 섹터에 쏠림 없이 균형잡힌 포트폴리오 구성으로 연 3% 이상의 배당을 통해 변동성 장세에서도 성과... 
3061,"미국배당다우존스타겟커버드콜1호로, 미국배당+7%프리미엄다우존스는 타겟커버드콜2호로 이름이 바뀐다. 만기가 24시간 남은 옵션을 매일 매도하는 초단기 옵션 활용 ETF 2종은 '초단기' 대신 '데일리'를 사용한다.... "
3062,출시 기념 이벤트 진행...조건 충족 고객 대상 문화상품권 증정  미래에셋자산운용은 한국거래소에 'TIGER 미국AI반도체팹리스 ETF'를 신규 상장한다고 24일 밝혔다. 'TIGER 미국AI반도체팹리스 ETF'는 AI 반도체... 
3063,"전략으로, '타겟커버드콜' ETF라는 상품 특징을 고려했다. 'TIGER 미국배당+3%프리미엄다우존스'는 'TIGER 미국배당다우존스타겟커버드콜1호'로 'TIGER 미국배당+7%프리미엄다우존스'는 'TIGER... "
3064,"'KODEX 미국배당다우존스' ETF는 국내 유일 월중배당 한국판 SCHD로 Dow Jones U.S. Dividend 100 지수를 추종한다. 이 지수는 배당을 10년간 지속한 미국주식을 대상으로 잉여현금흐름, ROE(자기자본이익률), 배당수익률... "
3065,"미국 대표 배당성장 ETF 인 '슈와브 US 디비던드 에쿼티(SCHD)'와 같이, 10년 연속 배당으로 검증된 미국 상장 배당 성장 핵심 기업 상위 100종목에 분산 투자하고 동시에 SPY ETF의 데일리 콜옵션을 10% 매도해 자본수익과... "
3066,"미국 현물 비트코인 ETF 옵션 거래가 유동성을 증가시키고 장기 투자자를 유치할 수 있지만, 동시에 실제 비트코인 매수 없이 '종이 비트코인' 공급이 증가할 가능성이 있다. 29일(현지시간) 크립토포테이토에 따르면... "
3067,한편 미국 현물 이더리움(ETH) ETF는 이번 주 8500만 달러의 유입을 기록해 8월 5일부터 9일 이후 가장 큰 주간 유입을 기록했다. 7월 23일 출시 이후 이더리움 상품은 그레이스케일 이더리움 트러스트... 
3068,"미래에셋자산운용(대표이사 최창훈, 이준용)은 한국거래소에 'TIGER 미국AI반도체팹리스 ETF(491830)'를 신규 상장한다고 24일 밝혔다. 미래에셋자산운용 제공 미래에셋자산운용(대표이사 최창훈, 이준용)은... "
3069,"SOL 미국배당 미국채 혼합 50 ETF는 미국배당 다우존스와 미국채 10년을 5대5 비중으로 투자하며, 국내에 상장된 미국배당 다우존스 ETF 중 퇴직연금(DC/IRP) 계좌에서 납입금의 100%를 투자할 수 있는 유일한 상품이다.... "
3070,사진=한화자산운용 한화자산운용은 국내 방위산업 핵심 기업에 투자하는 ETF(상장지수펀드)인 'PLUS K방산... 다음달 치뤄지는 미국 대선 역시 국내 방산 기업들에게 새로운 기회가 될 전망이다. 트럼프와 해리스... 
3071,◆미국 기술주+월 배당 커버드콜 KB자산운용은 같은 날 미국 기술주에 투자하는 커버드콜 ETF 2종을 내놓는다. ‘RISE 미국AI밸류체인 데일리고정커버드콜’과 ‘RISE 미국테크100데일리고정커버드콜’이다. 두 상품 모두... 
3072,KB자산운용은 RISE 미국배당100데일리고정커버드콜 ETF를 오는 24일 상장한다. 이어 RISE 미국AI밸류체인데일리고정커버드콜 ETF와 RISE 미국테크100데일리고정커버드콜 ETF가 다음 달 2일 상장될 예정이다.
3073,고경범 유안타증권 연구원은 “과거와 달리 투자자들의 관심이 국내뿐만 아니라 미국 등 해외 ETF 등까지 넓혀져 있는 상황인 만큼 기대만큼의 수급이 나타나지 않을 가능성도 있다”고 지적했다. 최근 불거진... 
3074,"신한운용 SOL ETF는 국내 대표 월배당 ETF인 'SOL 미국배당다우존스(6122억원)'과 국내 첫 월배당 ETF 'SOL 미국 S&amp;P500'(972억원), 합리적인 보수로 미국 빅테크에 투자할 수 있는 'SOL 미국테크 TOP10'(1337억원) 등 6개의... "
3075,"이 ETF는 만기가 20년 이상 남은 미국 30년 국채에 투자하면서 동시에 연 12% 수준의 프리미엄을 확보할 수 있도록, 매주 위클리 콜옵션을 일정 수준만 매도하는 상품이다. 그러면서 투자 자산에서 발생한 이자(쿠폰)을... "
3076,미국의 견제를 받는 중국 성장이 주춤한 가운데 인도는 도시화와 소비 증대 등으로 경제 성장을 지속할... 한국에 상장된 니프티50지수 추종 상장지수펀드(ETF) 역시 올해 수익률이 높다. TIGER... 
3077,▲KB자산운용의 ‘RISE 글로벌원자력 ETF’ 순자산이 1000억원을 돌파했다/사진=KB자산운용 제공 최근 미국의 스리마일섬 원자력발전소(TMI) 재가동 소식과 더불어 인공지능(AI)·데이터센터의 발달로 전력 수요가... 
3078,"‘타겟커버드콜’ ETF라는 상품 특징을 고려했다. ‘TIGER 미국배당+3%프리미엄다우존스’는 ‘TIGER 미국배당다우존스타겟커버드콜1호’로, ‘TIGER 미국배당+7%프리미엄다우존스’는 ‘TIGER... "
3079,SOL 미국배당 미국채 혼합 50 ETF는 미국배당 다우존스와 미국채 10년을 5대5 비중으로 투자하며 국내에 상장된 미국배당 다우존스 ETF 중 퇴직연금(DC·IRP) 계좌에서 납입금의 100%를 투자할 수 있는 유일한 상품이다.... 
3080,"이 ETF가 담고 있는 기업은 ▲알테오젠(14.2%), ▲리가켐바이오(10.69%), ▲삼성바이오로직스(9.61%), ▲셀트리온(7.99%), ▲에스티팜(6.19%), ▲퓨처켐(4.48%) 등이다. 최근 미국 중앙은행이 기준금리 0.50%포인트 인하를... "
3081,삼성자산운용은 'KODEX 미국AI테크TOP10+15%프리미엄' 상장지수펀드(ETF)의 순자산이 상장 4개월여만에 3천억원을 넘어섰다고 밝혔다. 개인투자자 누적 순매수 규모는 2천366억원이다. 국내 상장된 인공지능(AI) 테마 ETF... 
3082,미국을 중심으로 재편되는 글로벌 공급망에서 중국 관련 비즈니스를 주로 한다면 입지는 좁아지고 반대로 북미 공급망에 편입된 기업은 수혜를 볼 가능성이 높다는 분석이다. 정성인 키움운용 ETF사업부장은 “2차전지... 
3083,"미국 대표 배당성장 ETF 인 '슈와브 US 디비던드 에쿼티(SCHD)‘와 같이, 10년 연속 배당으로 검증된 미국 상장 배당 성장 핵심 기업 상위 100종목에 분산 투자하고 동시에 SPY ETF의 데일리 콜옵션을 10% 매도해 자본수익과... "
3084,"삼성증권은 채권 투자 이벤트를 실시하고, 키움증권은 중개형 ISA에서 ETF를 거래한 고객을 대상으로... ◆삼성증권 '내 자산을 위한 터보 부스터!' 채권 투자 이벤트 삼성증권은 국내 장외채권 또는 미국 국채를... "
3085,미래에셋자산운용은 한국거래소에 'TIGER 미국AI반도체팹리스 ETF(491830)'를 신규 상장한다고 24일 밝혔다. 'TIGER 미국AI반도체팹리스 ETF'는 AI 반도체 시장의 핵심인 미국 팹리스 기업들에 투자한다. 팹리스(Fabless)... 
3086,SOL 미국배당 미국채 혼합 50 ETF는 미국배당 다우존스와 미국채 10년을 5:5 비중으로 투자하며 국내에 상장된 미국배당 다우존스 ETF 중 퇴직연금(DC/IRP) 계좌에서 납입금의 100%를 투자할 수 있는 유일한 상품이다. 변동성... 
3087,이번 신청은 리플(Ripple)의 CEO 브래드 가링하우스(Brad Garlinghouse)가 미국에서 비트코인과 이더리움 ETF 출시에 이어 XRP ETF가 &quot;불가피하다&quot;고 언급한 지 몇 달 만에 이뤄졌다. XRP ETF가 승인되면 기관... 
3088,"이 같은 이차전지 ETF의 강세는 그동안 이차전지주에 부정적이었던 환경이 조금씩 개선되고 있기 때문으로 풀이된다. 유럽, 미국 등 한국 업체들에게 중요한 시장의 전반적인 전기차 판매가 저점을 지남에 따라... "
3089,"전략으로, '타겟커버드콜' ETF라는 상품 특징을 고려했다. 'TIGER 미국배당+3%프리미엄다우존스'는 'TIGER 미국배당다우존스타겟커버드콜1호'로, 'TIGER 미국배당+7%프리미엄다우존스'는 'TIGER... "
3090,"미국 대표 배당성장 ETF 인 '슈와브 US 디비던드 에쿼티(SCHD)‘와 같이, 10년 연속 배당으로 검증된 미국 상장 배당 성장 핵심 기업 상위 100종목에 분산 투자하고 동시에 SPY ETF의 데일리 콜옵션을 10% 매도해 자본수익과... "
3091,미국 비트코인 현물 ETF 시장은 이날 순유출세를 보였다. 3일(현지시간) 소소밸류 집계 데이터에 따르면 미국 비트코인 현물 ETF 시장에서 5413만 달러(721억9859만원) 상당의 자금이 빠져나갔다. 이달... 
3092,"‘타겟커버드콜’ ETF라는 상품 특징을 고려했다. ‘TIGER 미국배당+3%프리미엄다우존스(458750)’는 ‘TIGER 미국배당다우존스타겟커버드콜1호’로, ‘TIGER 미국배당+7%프리미엄다우존스’는 ‘TIGER... "
3093,"소비재 ETF는 1.1% 하락하며 가장 부진했습니다. 국제 유가는 이스라엘과 이란 간의 긴장으로 5% 이상 급등했으며, WTI와 브랜트유는 각각 74달러 초반대와 77달러 후반대에서 거래를 마쳤습니다. 미국 천연가스 선물은... "
3094,"‘타겟커버드콜’ ETF라는 상품 특징을 고려했다. ‘TIGER 미국배당+3%프리미엄다우존스’는 ‘TIGER 미국배당다우존스타겟커버드콜1호’로, ‘TIGER 미국배당+7%프리미엄다우존스’는 ‘TIGER... "
3095,"'TIGER 미국AI반도체팹리스 ETF'는 AI 반도체 시장의 핵심인 미국 팹리스 기업들에 투자한다. 팹리스(Fabless)란 생산 시설이 없는 반도체 설계 전문 기업들로, 최근 AI 반도체 산업 혁신을 주도하고 있다는 것이... "
3096,"자산 운용사 헤시덱스(Hashdex)가 나스닥 크립토 지수 미국 ETF의 상장을 위해 S-1 수정 신청서를 미국 증권거래위원회(SEC)에 제출하며, 현물 암호화폐 인덱스 ETF 상장을 위한 진전이 이루어지고 있다. 2일(현지시간)... "
3097,"올해 순자산 증가 상위 10곳 중 8곳도 미국 관련 ETF가 휩쓸었다. 상품별로 살펴보면, TIGER 미국S&amp;P500(2위·증가 2조3743억원)이 가장 크게 증가했고 ▷TIGER 미국필라델피아반도체나스닥(3위·1조1027억원) ▷TIGER... "
3098,▲ 미래에셋자산운용이 ‘TIGER 미국AI반도체팹리스 ETF’ 를 신규 상장한다. (사진: 미래에셋자산운용 제공) 미래에셋자산운용이 ‘TIGER 미국AI반도체팹리스 ETF’를 한국거래소에 신규 상장한다. 24일... 
3099,삼성자산운용이 'KODEX 미국30년국채타겟커버드콜(H)' ETF를 '월중분배'로 변경한다. [삼성자산운용]  삼성자산운용은 'KODEX 미국30년국채타겟커버드콜(H)' ETF의 분배금 지급 기준일을 매월 마지막 영업일에서 15일로... 
3100,"전략으로, '타겟커버드콜' ETF라는 상품 특징을 고려했다. 'TIGER 미국배당+3%프리미엄다우존스(458750)'는 'TIGER 미국배당다우존스타겟커버드콜1호'로, 'TIGER 미국배당+7%프리미엄다우존스(458760)'는 'TIGER... "
3101,SOL 미국배당 미국채 혼합 50 ETF는 SOL 월배당 ETF 시리즈 중 최초로 매월 중순에 분배금을 수령할 수 있도록 설계한 것이 특징이다. 따라서 SOL미국배당다우존스와 같은 기존 월배당 상품과 함께 투자할 경우 한 달에... 
3102,신한자산운용은 오는 24일까지 미국 대표 지수 ETF 순매수 인증 이벤트를 진행한다. 인증 시 추첨을 통해 300명에게 스타벅스 아메리카노 기프티콘을 지급한다. 김정현 신한자산운용 ETF사업본부장은 &quot;SOL... 
3103,폐쇄형 펀드인 만큼 기존 ETF와 달리 미국 증권거래위원회(SEC)의 승인이 따로 필요 없다. 특정 투자자 그룹을 대상으로 제공하기 때문에 규제 제한이 적은 것이다. 다만 SEC의 규제 승인을 받는다면 ETF로 전환될... 
3104,SOL 미국배당 미국채 혼합 50 ETF는 미국배당 다우존스와 미국채 10년을 5:5 비중으로 투자하며 국내에 상장된 미국배당 다우존스 ETF 중 퇴직연금(DC/IRP) 계좌에서 납입금의 100%를 투자할 수 있는 유일한 상풉입니다.... 
3105,성향 투자자에게도 효율적인 투자 대안이 될 것”이라고 말했다. 한편 'SOL 미국배당미국채혼합50' ETF는 SOL ETF의 기존 월배당 상품들과 동일하게 분배재원을 최대한 활용해 2024년 11월 18일 첫 월배당을 지급할 예정이다.
3106,‘KODEX 미국30년국채타겟커버드콜(H)’ 매월 15일 분배금 삼성자산운용은 ‘KODEX 미국30년국채타겟커버드콜(H)’ 상장지수펀드(ETF)의 분배금 지급 기준일을 매월 마지막 영업일에서 15일로 변경한다. 30일... 
3107,"바네크 그린메탈스 ETF는 친환경 산업용 금속에 투자하며, 콩고의 카모토 구리 코발트 광산의 세금 체납 문제가 주목받았습니다. 옥수수 선물은 미국 농무부의 재배보고서와 브라질의 우기 지연으로 인한 가격 상승이... "
3108,"블랙록의 현물 이더리움 ETF는 미국 기반 현물 이더리움 ETF들 중 두 번째로 자산 총액 10억 달러를 넘기며, ETF 시장 내 상위 20%에 진입했다. 28일(현지시간) 코인텔레그래프에 따르면, 블랙록의 ETHA 펀드는... "
